e16665118890759327289,empName16665118890769007505,បក្សី,14631.25
e16665118890761400021,empName16665118890762674417,បក្សី,2619.35
e16665118890762286521,empName16665118890761419526,পাখি,10215.49
e16665118890766555288,empName16665118890765252360,បក្សី,480.43
e16665118890761774393,empName16665118890769747621,បក្សី,3237.84
e16665118890762506088,empName16665118890761595270,পাখি,21306.42
e16665118890761116252,empName16665118890766651374,បក្សី,17920.07
e16665118890769586157,empName16665118890766889116,পাখি,9085.34
e16665118890762188753,empName16665118890765987030,បក្សី,1174.74
e1666511889076851038,empName16665118890766068086,পাখি,24192.34
e16665118890767468856,empName16665118890764155143,পাখি,20381.98
e16665118890769656946,empName16665118890768693128,បក្សី,23795.49
e16665118890761571726,empName1666511889076430464,បក្សី,15095.07
e16665118890767640347,empName16665118890766540219,បក្សី,24339.22
e16665118890762018303,empName16665118890766107129,পাখি,4917.08
e16665118890768007164,empName16665118890763652781,បក្សី,10298.68
e1666511889076769832,empName16665118890764641382,បក្សី,23125.54
e16665118890766407348,empName16665118890764886444,পাখি,19538.01
e16665118890767613290,empName16665118890764201142,បក្សី,7096.11
e16665118890762649086,empName16665118890769963573,পাখি,21956.09
e16665118890766806046,empName1666511889076478870,পাখি,12688.57
e16665118890765557207,empName16665118890766715509,បក្សី,859.10
e16665118890768395483,empName16665118890767203808,បក្សី,2803.00
e16665118890766061577,empName16665118890769783730,បក្សី,277.15
e16665118890761184174,empName16665118890765101910,បក្សី,3774.57
e1666511889076410032,empName1666511889076139221,បក្សី,10667.11
e1666511889076424556,empName16665118890761933554,បក្សី,15845.49
e16665118890761852114,empName16665118890763102992,পাখি,23774.37
e16665118890761084522,empName16665118890767854483,បក្សី,12564.27
e16665118890762713991,empName16665118890766706410,পাখি,10088.06
e16665118890765695687,empName16665118890764211621,បក្សី,4786.54
e16665118890763878301,empName16665118890766187436,পাখি,7732.96
e16665118890763679564,empName16665118890762461555,បក្សី,19411.66
e16665118890762815212,empName1666511889076851503,পাখি,24584.60
e16665118890764677778,empName16665118890765482266,পাখি,22169.51
e16665118890761503302,empName16665118890764111320,បក្សី,17650.19
e16665118890764829825,empName16665118890762672155,পাখি,17015.65
e16665118890761198532,empName16665118890766630338,បក្សី,17075.32
e16665118890764962940,empName16665118890763104145,পাখি,7389.61
e16665118890762260142,empName16665118890767557118,បក្សី,11514.72
e16665118890766343121,empName16665118890765446583,បក្សី,5717.16
e1666511889076328520,empName16665118890765118577,បក្សី,5007.89
e16665118890763591682,empName16665118890766641945,পাখি,13227.99
e16665118890761567815,empName16665118890769602942,পাখি,24788.89
e16665118890764297740,empName16665118890769880002,পাখি,885.91
e16665118890769654348,empName16665118890763034480,បក្សី,12530.73
e16665118890765139756,empName1666511889076705493,បក្សី,7877.04
e16665118890767731210,empName1666511889076323447,পাখি,564.67
e16665118890762701394,empName16665118890761825548,পাখি,24889.21
e16665118890761621683,empName16665118890766907379,পাখি,1364.97
e16665118890769284906,empName16665118890765624500,បក្សី,1183.76
e16665118890767609221,empName16665118890765844419,পাখি,15075.74
e16665118890766273548,empName16665118890767502316,পাখি,13975.03
e16665118890769318226,empName16665118890762207852,পাখি,2850.85
e16665118890764085130,empName16665118890766857964,পাখি,11030.52
e16665118890762532736,empName16665118890761507756,পাখি,22720.12
e16665118890769569498,empName16665118890769743682,បក្សី,14503.36
e16665118890766977819,empName16665118890764896769,পাখি,2847.30
e1666511889076387945,empName16665118890766540884,পাখি,23214.61
e16665118890763459372,empName16665118890765143912,পাখি,21427.19
e16665118890763317788,empName16665118890769835640,পাখি,12998.67
e16665118890767217211,empName16665118890768779969,បក្សី,23910.15
e16665118890764438533,empName16665118890764097587,পাখি,22000.44
e16665118890765482677,empName16665118890767698934,បក្សី,2656.54
e16665118890763032760,empName16665118890762912336,পাখি,23850.26
e16665118890767803620,empName16665118890765342402,បក្សី,14178.19
e16665118890764873904,empName16665118890767990043,បក្សី,11766.71
e16665118890768326915,empName16665118890765671919,পাখি,1546.87
e16665118890767849841,empName16665118890764507960,បក្សី,23977.40
e16665118890764384152,empName16665118890761484316,পাখি,3158.25
e16665118890764818976,empName16665118890764195781,পাখি,7071.16
e16665118890765717871,empName16665118890766287201,បក្សី,15154.60
e16665118890767191716,empName16665118890769588374,পাখি,12401.60
e16665118890761878524,empName16665118890769003277,បក្សី,9732.67
e16665118890762008923,empName16665118890765342879,পাখি,8400.94
e16665118890765225630,empName166651188907632733,পাখি,11293.50
e16665118890763652589,empName1666511889076481425,পাখি,13916.14
e1666511889076737009,empName16665118890767919603,পাখি,18125.06
e16665118890763119240,empName16665118890766616075,បក្សី,13261.78
e16665118890768128227,empName1666511889076971439,পাখি,8206.46
e16665118890765186051,empName16665118890769927336,পাখি,22085.87
e16665118890765251471,empName16665118890763436403,បក្សី,17774.44
e16665118890767125673,empName16665118890768664500,পাখি,11082.63
e1666511889076821747,empName16665118890762717147,পাখি,18979.98
e16665118890766641776,empName16665118890762778801,পাখি,3974.42
e1666511889076254758,empName16665118890761909467,បក្សី,19849.48
e16665118890763919688,empName16665118890768353591,បក្សី,16890.09
e16665118890768364510,empName16665118890763199120,পাখি,11489.55
e16665118890766134786,empName16665118890766133099,បក្សី,17770.45
e16665118890767317520,empName16665118890763559875,পাখি,8127.47
e16665118890766266188,empName16665118890766945132,បក្សី,481.20
e16665118890768786771,empName16665118890768437545,পাখি,8244.16
e16665118890769052510,empName16665118890768989719,បក្សី,7610.99
e16665118890767414056,empName16665118890766074544,পাখি,2759.20
e16665118890763526234,empName16665118890762072473,បក្សី,11454.23
e16665118890769973768,empName16665118890764075147,បក្សី,23756.75
e16665118890764104850,empName1666511889076549444,បក្សី,24446.28
e16665118890766314911,empName16665118890762569353,បក្សី,6968.08
e16665118890766568074,empName16665118890767996995,បក្សី,15720.04
e16665118890765557652,empName1666511889076307753,পাখি,7600.01
e16665118890768520197,empName16665118890761445926,បក្សី,17650.65
e16665118890766821240,empName16665118890768970992,បក្សី,5934.67
e16665118890763654357,empName16665118890761361297,បក្សី,16110.65
e16665118890761884044,empName16665118890764102413,បក្សី,3421.07
e16665118890768981060,empName16665118890766831885,បក្សី,533.87
e16665118890763016371,empName16665118890762595238,পাখি,8436.18
e1666511889076268545,empName16665118890763192270,បក្សី,2584.55
e16665118890763451228,empName1666511889076859944,পাখি,1917.66
e16665118890765484431,empName16665118890765305508,បក្សី,10517.10
e16665118890769275082,empName16665118890762811430,បក្សី,17011.06
e1666511889076331421,empName16665118890762561140,បក្សី,7506.27
e16665118890765593996,empName16665118890764321731,បក្សី,16641.73
e16665118890762787752,empName16665118890763176227,បក្សី,8318.82
e166651188907684666,empName16665118890767651773,পাখি,19825.50
e16665118890761167087,empName16665118890769538787,បក្សី,2467.48
e16665118890762658460,empName16665118890762164190,បក្សី,5606.54
e16665118890762085529,empName16665118890764469233,បក្សី,678.29
e16665118890761594395,empName16665118890766391488,បក្សី,10256.27
e16665118890764204229,empName16665118890763048304,পাখি,9239.76
e16665118890765703848,empName16665118890766168559,পাখি,12077.40
e16665118890768451117,empName16665118890765404375,បក្សី,20161.05
e16665118890762518630,empName16665118890763850652,បក្សី,10762.56
e16665118890767806631,empName166651188907618700,পাখি,21662.81
e16665118890765898787,empName16665118890769654877,পাখি,23202.61
e16665118890766006596,empName16665118890766242698,পাখি,1976.22
e16665118890766761350,empName16665118890766766764,পাখি,9368.53
e16665118890768043013,empName16665118890763289852,পাখি,23361.18
e16665118890762683046,empName1666511889076958847,পাখি,11200.26
e16665118890765732199,empName16665118890769114913,পাখি,4805.84
e16665118890768263793,empName16665118890763508915,បក្សី,1462.57
e16665118890761056244,empName16665118890766233769,បក្សី,22240.72
e16665118890761500390,empName16665118890764243198,បក្សី,2791.77
e16665118890761086506,empName16665118890761358398,បក្សី,14197.95
e16665118890762672786,empName16665118890761796219,পাখি,16110.15
e16665118890766115542,empName16665118890765062425,পাখি,111.32
e16665118890762589952,empName16665118890769786538,পাখি,20508.31
e16665118890765951435,empName1666511889076652081,পাখি,6351.96
e16665118890765428482,empName1666511889076622204,បក្សី,23380.91
e16665118890765847716,empName16665118890767347407,បក្សី,10258.46
e16665118890763834308,empName16665118890763133094,পাখি,15553.50
e16665118890761260965,empName16665118890762225043,পাখি,17625.89
e1666511889076804473,empName16665118890769455466,បក្សី,3140.77
e16665118890763997018,empName16665118890764901785,পাখি,1380.07
e16665118890763737356,empName16665118890764582266,পাখি,9326.92
e16665118890766682599,empName16665118890769891623,পাখি,17879.69
e16665118890769335651,empName16665118890761210613,পাখি,3505.95
e1666511889076187773,empName1666511889076488982,បក្សី,18691.56
e16665118890764464895,empName16665118890761027711,បក្សី,13576.85
e16665118890768661504,empName16665118890768604745,បក្សី,8833.56
e16665118890762135664,empName16665118890769114755,បក្សី,23163.32
e16665118890761792155,empName16665118890769122168,បក្សី,225.63
e1666511889076657694,empName16665118890766744868,បក្សី,2348.27
e1666511889076291519,empName16665118890765446722,পাখি,14647.90
e1666511889076636880,empName16665118890765277299,បក្សី,20631.83
e16665118890769364926,empName16665118890762401251,পাখি,23039.80
e16665118890765606038,empName16665118890762435393,បក្សី,22491.21
e16665118890762714709,empName16665118890769617571,បក្សី,4242.19
e16665118890762470251,empName16665118890767237227,បក្សី,6769.68
e16665118890768630784,empName16665118890767245224,পাখি,2321.14
e16665118890768596292,empName16665118890762199276,পাখি,6975.75
e16665118890767235881,empName16665118890761598630,បក្សី,17658.54
e16665118890768668868,empName16665118890764425891,পাখি,4595.03
e16665118890767843556,empName16665118890768595235,បក្សី,1420.52
e16665118890763978861,empName16665118890768296895,បក្សី,23570.99
e1666511889076458865,empName16665118890764246825,បក្សី,11406.19
e16665118890767446847,empName16665118890766053636,បក្សី,13523.47
e16665118890763165763,empName16665118890767974836,পাখি,3167.62
e16665118890768819702,empName16665118890764592594,পাখি,15884.71
e16665118890762622988,empName16665118890762115727,পাখি,3035.02
e16665118890762026912,empName16665118890762317682,បក្សី,9893.38
e16665118890762038347,empName16665118890767416530,পাখি,2458.96
e16665118890763813523,empName16665118890769002684,পাখি,15378.47
e1666511889076522388,empName1666511889076413398,បក្សី,18382.80
e16665118890767789694,empName16665118890769477827,បក្សី,11740.25
e16665118890765247365,empName16665118890769868522,পাখি,17806.39
e1666511889076487194,empName16665118890761944736,បក្សី,8485.09
e16665118890765254315,empName16665118890769229204,បក្សី,5679.17
e1666511889076822742,empName16665118890764147622,পাখি,16131.47
e16665118890763733499,empName16665118890762835110,បក្សី,15850.08
e16665118890763161048,empName16665118890769802223,បក្សី,20109.45
e16665118890762883578,empName16665118890762884377,পাখি,1038.06
e16665118890764720373,empName16665118890767988701,পাখি,18065.54
e16665118890763385776,empName16665118890762716414,পাখি,4094.92
e16665118890767756535,empName16665118890766567433,পাখি,4833.30
e16665118890765775936,empName16665118890769896396,បក្សី,11629.50
e1666511889076897877,empName16665118890766422266,পাখি,20457.66
e16665118890761904465,empName16665118890762720447,បក្សី,597.44
e16665118890761492794,empName1666511889076460371,পাখি,1168.61
e16665118890765916985,empName16665118890769045036,បក្សី,16194.40
e16665118890768008104,empName16665118890768735846,បក្សី,9827.42
e16665118890762919726,empName16665118890761558139,បក្សី,20.83
e16665118890765780037,empName16665118890764638799,បក្សី,17025.73
e16665118890762364073,empName16665118890761400881,បក្សី,2132.94
e16665118890768827788,empName16665118890763632601,បក្សី,19502.10
e1666511889076641932,empName16665118890766787887,পাখি,24651.72
e16665118890761614218,empName1666511889076635229,পাখি,16386.14
e16665118890762250902,empName16665118890767508655,পাখি,19626.85
e16665118890762526679,empName16665118890764178027,បក្សី,12441.08
e16665118890765843080,empName16665118890769665766,បក្សី,19938.41
e16665118890764819307,empName16665118890765113415,পাখি,19829.01
e16665118890766616087,empName16665118890767654928,បក្សី,10059.27
e16665118890766740431,empName16665118890769835324,পাখি,5727.96
e16665118890764714246,empName16665118890768788005,পাখি,21539.37
e1666511889076345458,empName16665118890765518165,បក្សី,2665.52
e16665118890762929626,empName16665118890765540657,បក្សី,2243.28
e16665118890761453321,empName16665118890765024709,পাখি,6916.91
e16665118890766271856,empName16665118890767017295,পাখি,15861.74
e16665118890765363330,empName166651188907622652,បក្សី,360.21
e1666511889076923485,empName16665118890763040768,পাখি,23521.30
e16665118890761921443,empName16665118890769992717,পাখি,20070.04
e16665118890763996107,empName16665118890765117872,পাখি,7052.66
e16665118890767644074,empName16665118890768222909,បក្សី,15136.15
e16665118890766747060,empName16665118890765920480,បក្សី,17797.45
e16665118890762421699,empName16665118890767604029,បក្សី,7677.43
e16665118890764170006,empName16665118890765281834,បក្សី,10146.64
e16665118890765773432,empName16665118890769858432,পাখি,23707.19
e16665118890762726625,empName16665118890768546158,បក្សី,24707.19
e16665118890768906698,empName16665118890762451126,បក្សី,22205.35
e16665118890761613237,empName16665118890769824580,পাখি,696.36
e1666511889076311175,empName16665118890761325464,পাখি,22529.09
e16665118890764568491,empName16665118890761877828,បក្សី,8281.74
e16665118890763333817,empName1666511889076217182,បក្សី,10157.13
e16665118890768074473,empName16665118890765727501,পাখি,19295.68
e16665118890765771443,empName16665118890761994486,পাখি,17583.62
e1666511889076720350,empName16665118890761663002,পাখি,11407.46
e16665118890763835214,empName16665118890763987708,পাখি,5138.07
e16665118890762294385,empName166651188907669418,បក្សី,4182.79
e16665118890764356314,empName16665118890764041410,পাখি,8224.11
e16665118890768426804,empName16665118890768327379,បក្សី,9095.17
e16665118890769979825,empName166651188907674034,បក្សី,22518.11
e16665118890763541296,empName166651188907622824,পাখি,7720.32
